Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/Staff_MRBU_Submit_Task/Page_KunjunganShowroom/div_IconSearch""))",Chrome 150.0.7871.129,,,22-07-2026 09:29:53,22-07-2026 09:29:53,0.001s,NOT_RUN
,,,,,,,
Test Cases/Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan,Chrome 150.0.7871.129,,,22-07-2026 09:29:53,22-07-2026 09:31:24,1m - 30.736s,PASSED
"callTestCase(findTestCase(""Pilar 1/Login/UAT/SPV-RBU""), [:], STOP_ON_FAILURE)",Chrome 150.0.7871.129,,,22-07-2026 09:29:53,22-07-2026 09:30:47,53.318s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_Dashboard/div_b2-l1-17_9-b3-SubMenuHeader""))",Chrome 150.0.7871.129,,,22-07-2026 09:30:47,22-07-2026 09:30:52,5.291s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_Dashboard/div_b2-l1-17_9-b4-l1-35_4-b1-SubMenuHeader""))",Chrome 150.0.7871.129,,,22-07-2026 09:30:52,22-07-2026 09:30:53,0.566s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_Dashboard/a_Showroom_Supplier""))",Chrome 150.0.7871.129,,,22-07-2026 09:30:53,22-07-2026 09:30:53,0.318s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroom/input_StartDate""), ""22-07-2026"")",Chrome 150.0.7871.129,,,22-07-2026 09:30:53,22-07-2026 09:30:56,3.565s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroom/input_EndDate""), ""22-07-2026"")",Chrome 150.0.7871.129,,,22-07-2026 09:30:56,22-07-2026 09:30:57,0.571s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroom/select_b3-b1-DropdownCabang""), ""4"", false)",Chrome 150.0.7871.129,,,22-07-2026 09:30:57,22-07-2026 09:30:58,1.042s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroom/button_Cari""))",Chrome 150.0.7871.129,,,22-07-2026 09:30:58,22-07-2026 09:30:59,1.027s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroom/button_Persetujuan""))",Chrome 150.0.7871.129,,,22-07-2026 09:30:59,22-07-2026 09:31:06,7.039s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/button_Lihat Foto""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:06,22-07-2026 09:31:11,4.384s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/button_Lihat Foto_1""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:11,22-07-2026 09:31:11,0.954s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/button_Lihat Foto_2""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:11,22-07-2026 09:31:12,0.634s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/button_Lihat Foto_3""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:12,22-07-2026 09:31:13,0.550s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/button_Lihat Dokumen""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:13,22-07-2026 09:31:13,0.622s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/select_b3-b2-Status2""), ""0"", false)",Chrome 150.0.7871.129,,,22-07-2026 09:31:13,22-07-2026 09:31:14,0.925s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/textarea_b3-b2-TextArea_Catatan""), ""Baik akan saya approved dan tindak lanjut, thanks"")",Chrome 150.0.7871.129,,,22-07-2026 09:31:14,22-07-2026 09:31:15,0.729s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroomDetail/button_Submit""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:15,22-07-2026 09:31:15,0.519s,PASSED
delay(3),Chrome 150.0.7871.129,,,22-07-2026 09:31:15,22-07-2026 09:31:18,3.009s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Showroom-Supplier/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalKunjunganShowroom/select_Select Status""), ""2"", false)",Chrome 150.0.7871.129,,,22-07-2026 09:31:18,22-07-2026 09:31:24,5.125s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Persetujuan/Page_ApprovalKunjunganShowroom/button_Hasil""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:24,22-07-2026 09:31:24,0.296s,PASSED
,,,,,,,
Test Cases/Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC,Chrome 150.0.7871.129,,,22-07-2026 09:31:24,22-07-2026 09:32:40,1m - 15.818s,PASSED
"callTestCase(findTestCase(""Pilar 1/Login/UAT/SPV-RBU""), [:], STOP_ON_FAILURE)",Chrome 150.0.7871.129,,,22-07-2026 09:31:24,22-07-2026 09:31:59,34.164s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_Dashboard/div_b2-l1-17_10-b3-SubMenuHeader""))",Chrome 150.0.7871.129,,,22-07-2026 09:31:59,22-07-2026 09:32:03,4.688s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_Dashboard/div_b2-l1-17_10-b4-l1-44_4-b1-SubMenuHeader""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:03,22-07-2026 09:32:04,0.559s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_Dashboard/a_Showroom_Supplier""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:04,22-07-2026 09:32:04,0.315s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_StartDate""), ""22-07-2026"")",Chrome 150.0.7871.129,,,22-07-2026 09:32:04,22-07-2026 09:32:11,6.957s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_EndDate""), ""22-07-2026"")",Chrome 150.0.7871.129,,,22-07-2026 09:32:11,22-07-2026 09:32:12,0.587s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/select_DropdownCabang""), ""4"", false)",Chrome 150.0.7871.129,,,22-07-2026 09:32:12,22-07-2026 09:32:12,0.517s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/button_Cari""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:12,22-07-2026 09:32:13,0.372s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/button_Tindak lanjut""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:13,22-07-2026 09:32:13,0.849s,PASSED
delay(4),Chrome 150.0.7871.129,,,22-07-2026 09:32:13,22-07-2026 09:32:17,4.013s,PASSED
